"";"requested";"in_data";"use_raw";"use_feature";"exclude";"num_unique";"examples";"type";"total_missing";"missing_2006";"missing_2007";"missing_2008";"missing_2009";"missing_2010";"missing_2011";"missing_2012";"missing_2013";"missing_2014";"missing_2015";"missing_2016";"missing_2017";"missing_2018"
"major_cip_code_historical_1";TRUE;TRUE;NA;FALSE;FALSE;106;"51.3808, 11.0701, 30.9999, 45.1101, 05.0203";"character";0,123192125432623;0,743810802534568;0,606914730186452;0,397567761903273;0,119125456212271;0,0215358050745839;0,0212483591304473;0,0206301353667908;0,0200297337478038;0,0195232445259411;0,0170768259977915;0,0126233543346205;0,00785322743036134;0,00179921284438058
"major_cip_name_1";TRUE;TRUE;NA;FALSE;FALSE;95;"Nursing Science, Computer Science, Multi-/Interdisciplinary Studies, Other, Sociology, Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies";"character";0,123188820863726;0,743810802534568;0,606914730186452;0,397567761903273;0,119125456212271;0,0215358050745839;0,0212483591304473;0,0206301353667908;0,0200297337478038;0,0195232445259411;0,0170768259977915;0,0126233543346205;0,00781966662937689;0,00179921284438058
"major_cip_series_code_1";TRUE;TRUE;NA;FALSE;FALSE;21;"51, 11, 30, 45, 05";"character";0,123192125432623;0,743810802534568;0,606914730186452;0,397567761903273;0,119125456212271;0,0215358050745839;0,0212483591304473;0,0206301353667908;0,0200297337478038;0,0195232445259411;0,0170768259977915;0,0126233543346205;0,00785322743036134;0,00179921284438058
"major_cip_series_name_1";TRUE;TRUE;NA;FALSE;FALSE;23;"Health Professions and Related Programs, Computer and Information Sciences and Support Services, Multi/Interdisciplinary Studies, Social Sciences, Area, Ethnic, Cultural, Gender, and Group Studies";"character";0,123188820863726;0,743810802534568;0,606914730186452;0,397567761903273;0,119125456212271;0,0215358050745839;0,0212483591304473;0,0206301353667908;0,0200297337478038;0,0195232445259411;0,0170768259977915;0,0126233543346205;0,00781966662937689;0,00179921284438058
"major_cip_category_code_1";TRUE;TRUE;NA;FALSE;FALSE;72;"51.38, 11.07, 30.99, 45.11, 05.02";"character";0,123192125432623;0,743810802534568;0,606914730186452;0,397567761903273;0,119125456212271;0,0215358050745839;0,0212483591304473;0,0206301353667908;0,0200297337478038;0,0195232445259411;0,0170768259977915;0,0126233543346205;0,00785322743036134;0,00179921284438058
"major_cip_category_name_1";TRUE;TRUE;NA;FALSE;FALSE;73;"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Computer Science, Multi/Interdisciplinary Studies, Other, Sociology, Ethnic, Cultural Minority, Gender, and Group Studies";"character";0,123188820863726;0,743810802534568;0,606914730186452;0,397567761903273;0,119125456212271;0,0215358050745839;0,0212483591304473;0,0206301353667908;0,0200297337478038;0,0195232445259411;0,0170768259977915;0,0126233543346205;0,00781966662937689;0,00179921284438058
"major_stem_1";TRUE;TRUE;NA;FALSE;FALSE;3;"0, 1, NA";"numeric";0,123098495980543;0,743810802534568;0,606914730186452;0,397552130553037;0,119125456212271;0,0215358050745839;0,0212339339036106;0,0206153573328604;0,0200027030679822;0,0194962787185848;0,0170373876005679;0,0123975340424091;0,00764067569079315;0,00134940963328544
"major_degree_granting_1";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 1, 0";"numeric";0,816423487113283;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997221729621091;0,994499256656305;0,976917268903031;0,858350423305464;0,664047151277014;0,419118469627475;0,105803710876492
"major_graduated_1";TRUE;TRUE;NA;FALSE;FALSE;154;"NA, Computer Science, SOCIOLOGY, Business Economics, Civil Engineering";"character";0,908239832392266;0,923515417049443;0,930189686120409;0,937849751461531;0,949405842976493;0,940892448878443;0,893657227759907;0,901593072057693;0,884957426679281;0,884815553877683;0,885365725403586;0,885904297360161;0,886385501733975;0,936602736302868
"major_code_2";TRUE;TRUE;NA;FALSE;FALSE;98;"NA, 867, 345, 7A1, 192";"character";0,929805449013806;0,958565943514004;0,944339332783518;0,931816050270422;0,935568124816218;0,929556973156187;0,924469512283081;0,929686114559319;0,926030544668198;0,924185632617841;0,923344901929852;0,923616286159474;0,924085468173174;0,930542887486725
"major_name_2";TRUE;TRUE;NA;FALSE;FALSE;102;"NA, SOCIOLOGY, ENGLISH, PUBLIC HEALTH POLICY, COMPARATIVE LITERATURE";"character";0,929705210423932;0,958565943514004;0,944339332783518;0,931816050270422;0,935568124816218;0,929556973156187;0,924469512283081;0,929656558491458;0,926003513988377;0,924131701003128;0,923331755797444;0,923571122101032;0,923772234030652;0,929918160804648
"major_name_abbrev_2";TRUE;TRUE;NA;FALSE;FALSE;109;"NA, Sociol, English, P H Pol, Com Lit";"character";0,929805449013806;0,958565943514004;0,944339332783518;0,931816050270422;0,935568124816218;0,929556973156187;0,924469512283081;0,929686114559319;0,926030544668198;0,924185632617841;0,923344901929852;0,923616286159474;0,924085468173174;0,930542887486725
"major_school_code_2";TRUE;TRUE;NA;FALSE;FALSE;15;"NA, 65, 60, 96, 87";"numeric";0,929805449013806;0,958565943514004;0,944339332783518;0,931816050270422;0,935568124816218;0,929556973156187;0,924469512283081;0,929686114559319;0,926030544668198;0,924185632617841;0,923344901929852;0,923616286159474;0,924085468173174;0,930542887486725
"major_school_name_2";TRUE;TRUE;NA;FALSE;FALSE;15;"NA, School of Social Sciences, School of Humanities, Program in Public Health, School of Business";"character";0,929805449013806;0,958565943514004;0,944339332783518;0,931816050270422;0,935568124816218;0,929556973156187;0,924469512283081;0,929686114559319;0,926030544668198;0,924185632617841;0,923344901929852;0,923616286159474;0,924085468173174;0,930542887486725
"major_school_name_abbrev_2";TRUE;TRUE;NA;FALSE;FALSE;17;"NA, Soc Sci, Humanities, PubHlth, Business";"character";0,929805449013806;0,958565943514004;0,944339332783518;0,931816050270422;0,935568124816218;0,929556973156187;0,924469512283081;0,929686114559319;0,926030544668198;0,924185632617841;0,923344901929852;0,923616286159474;0,924085468173174;0,930542887486725
"major_subcampus_2";TRUE;TRUE;NA;FALSE;FALSE;4;"NA, General campus, Health science, Missing data";"character";0,929805449013806;0,958565943514004;0,944339332783518;0,931816050270422;0,935568124816218;0,929556973156187;0,924469512283081;0,929686114559319;0,926030544668198;0,924185632617841;0,923344901929852;0,923616286159474;0,924085468173174;0,930542887486725
"major_funding_2";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"major_cip_code_2";TRUE;TRUE;NA;FALSE;FALSE;71;"NA, 45.1101, 51.2299, 23.0101, 11.0701";"character";0,980252997794751;1;0,999902973851453;0,999984368649764;0,9999827028523;0,999952036068876;0,99991344863898;0,999926109830348;0,999770239221516;0,995604573400928;0,977283483199243;0,952566447620983;0,931860387067905;0,930755294558631
"major_cip_code_historical_2";TRUE;TRUE;NA;FALSE;FALSE;72;"NA, 45.1101, 51.2299, 23.0101, 11.0701";"character";0,980252997794751;1;0,999902973851453;0,999984368649764;0,9999827028523;0,999952036068876;0,99991344863898;0,999926109830348;0,999770239221516;0,995604573400928;0,977283483199243;0,952566447620983;0,931860387067905;0,930755294558631
"major_cip_name_2";TRUE;TRUE;NA;FALSE;FALSE;71;"NA, Sociology, Public Health, Other, English Language and Literature, General, Computer Science";"character";0,980252997794751;1;0,999902973851453;0,999984368649764;0,9999827028523;0,999952036068876;0,99991344863898;0,999926109830348;0,999770239221516;0,995604573400928;0,977283483199243;0,952566447620983;0,931860387067905;0,930755294558631
"major_cip_series_code_2";TRUE;TRUE;NA;FALSE;FALSE;20;"NA, 45.0000, 51.0000, 23.0000, 11.0000";"character";0,980252997794751;1;0,999902973851453;0,999984368649764;0,9999827028523;0,999952036068876;0,99991344863898;0,999926109830348;0,999770239221516;0,995604573400928;0,977283483199243;0,952566447620983;0,931860387067905;0,930755294558631
"major_cip_series_name_2";TRUE;TRUE;NA;FALSE;FALSE;21;"NA, Social Sciences, Health Professions and Related Programs, English Language and Literature/Letters, Computer and Information Sciences and Support Services";"character";0,980252997794751;1;0,999902973851453;0,999984368649764;0,9999827028523;0,999952036068876;0,99991344863898;0,999926109830348;0,999770239221516;0,995604573400928;0,977283483199243;0,952566447620983;0,931860387067905;0,930755294558631
"major_cip_category_code_2";TRUE;TRUE;NA;FALSE;FALSE;58;"NA, 45.1100, 51.2200, 23.0100, 11.0700";"character";0,980252997794751;1;0,999902973851453;0,999984368649764;0,9999827028523;0,999952036068876;0,99991344863898;0,999926109830348;0,999770239221516;0,995604573400928;0,977283483199243;0,952566447620983;0,931860387067905;0,930755294558631
"major_cip_category_name_2";TRUE;TRUE;NA;FALSE;FALSE;58;"NA, Sociology, Public Health, English Language and Literature, General, Computer Science";"character";0,980252997794751;1;0,999902973851453;0,999984368649764;0,9999827028523;0,999952036068876;0,99991344863898;0,999926109830348;0,999770239221516;0,995604573400928;0,977283483199243;0,952566447620983;0,931860387067905;0,930755294558631
"major_stem_2";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 0, 1";"numeric";0,929805449013806;0,958565943514004;0,944339332783518;0,931816050270422;0,935568124816218;0,929556973156187;0,924469512283081;0,929686114559319;0,926030544668198;0,924185632617841;0,923344901929852;0,923616286159474;0,924085468173174;0,930542887486725
"major_degree_granting_2";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 1, 0";"numeric";0,980239779519163;1;0,999902973851453;0,999984368649764;0,9999827028523;0,999952036068876;0,99991344863898;0,999911331796418;0,999770239221516;0,995604573400928;0,977283483199243;0,952543865591762;0,931849200134243;0,930655338289498
"major_graduated_2";TRUE;TRUE;NA;FALSE;FALSE;106;"NURSING SCIENCE, COMPUTER SCIENCE, CHICANO/LATINO STD, BUSINESS ECONOMICS, NA";"character";0,0639323929264601;0,0278425552964455;0,0449554488267922;0,0539594210147873;0,0478439105391521;0,0509696708075527;0,0572104496343205;0,0621416326771886;0,0580889309366131;0,0618730449789667;0,0654940316558868;0,0615811936860646;0,0680053697281575;0,138676828887362
"major_code_3";TRUE;TRUE;NA;FALSE;FALSE;57;"NA, 277, 632, 851, 867";"character";0,998659446550801;0,999057781546652;0,998851857242193;0,998952699534186;0,999463788421289;0,999056709354565;0,998571902543168;0,99797540935154;0,998013245033113;0,997869701218855;0,999053478466635;0,99843054896913;0,998814185031883;0,998862997438621
"major_name_3";TRUE;TRUE;NA;FALSE;FALSE;57;"NA, MECHANICAL ENGINEERING, PSYCHOLOGY AND SOCIAL BEHAVIOR, SOCIAL ECOLOGY, SOCIOLOGY";"character";0,998655040458938;0,999057781546652;0,998851857242193;0,998952699534186;0,999463788421289;0,999056709354565;0,998571902543168;0,99797540935154;0,997999729693202;0,997869701218855;0,999053478466635;0,99843054896913;0,99879181116456;0,998850502904979
"major_name_abbrev_3";TRUE;TRUE;NA;FALSE;FALSE;55;"NA, Engr ME, Psy Beh, SocEcol, Sociol";"character";0,998659446550801;0,999057781546652;0,998851857242193;0,998952699534186;0,999463788421289;0,999056709354565;0,998571902543168;0,99797540935154;0,998013245033113;0,997869701218855;0,999053478466635;0,99843054896913;0,998814185031883;0,998862997438621
"major_school_code_3";TRUE;TRUE;NA;FALSE;FALSE;11;"NA, 77, 97, 65, 60";"character";0,998659446550801;0,999057781546652;0,998851857242193;0,998952699534186;0,999463788421289;0,999056709354565;0,998571902543168;0,99797540935154;0,998013245033113;0,997869701218855;0,999053478466635;0,99843054896913;0,998814185031883;0,998862997438621
"major_school_name_3";TRUE;TRUE;NA;FALSE;FALSE;11;"NA, School of Engineering, School of Social Ecology, School of Social Sciences, School of Humanities";"character";0,998659446550801;0,999057781546652;0,998851857242193;0,998952699534186;0,999463788421289;0,999056709354565;0,998571902543168;0,99797540935154;0,998013245033113;0,997869701218855;0,999053478466635;0,99843054896913;0,998814185031883;0,998862997438621
"major_school_name_abbrev_3";TRUE;TRUE;NA;FALSE;FALSE;11;"NA, Engr, Soc Ecol, Soc Sci, Humanities";"character";0,998659446550801;0,999057781546652;0,998851857242193;0,998952699534186;0,999463788421289;0,999056709354565;0,998571902543168;0,99797540935154;0,998013245033113;0,997869701218855;0,999053478466635;0,99843054896913;0,998814185031883;0,998862997438621
"major_subcampus_3";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, General campus, Health science";"character";0,998659446550801;0,999057781546652;0,998851857242193;0,998952699534186;0,999463788421289;0,999056709354565;0,998571902543168;0,99797540935154;0,998013245033113;0,997869701218855;0,999053478466635;0,99843054896913;0,998814185031883;0,998862997438621
"major_funding_3";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"major_stem_3";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, TRUE, FALSE";"logical";0,998659446550801;0,999057781546652;0,998851857242193;0,998952699534186;0,999463788421289;0,999056709354565;0,998571902543168;0,99797540935154;0,998013245033113;0,997869701218855;0,999053478466635;0,99843054896913;0,998814185031883;0,998862997438621
"major_degree_granting_3";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, TRUE";"logical";0,999596842594571;1;1;1;1;1;0,999985574773163;1;1;0,999716859022759;0,999579323762949;0,998645078246731;0,99887011970019;0,998862997438621
"major_graduated_3";TRUE;TRUE;NA;FALSE;FALSE;44;"NA, Aerospace Engr, Crim, Law & Society, Psych & Soc Behavior, Psychological Sci";"character";0,999176060821692;0,999505335311992;0,998997396465014;0,999234063838434;0,999705948489094;0,998672997905575;0,998716154811534;0,998935981557014;0,999283686984728;0,998085427677705;0,999461008571278;0,999074136801933;0,999765074393109;0,999800087461736
"major_code_4";TRUE;TRUE;NA;FALSE;FALSE;4;"NA, 912, 0EH, 867";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_name_4";TRUE;TRUE;NA;FALSE;FALSE;4;"NA, URBAN STUDIES, PSYCHOLOGICAL SCIENCE, SOCIOLOGY";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_name_abbrev_4";TRUE;TRUE;NA;FALSE;FALSE;4;"NA, UrbanSt, PsychSc, Sociol";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_school_code_4";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 97, 65";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_school_name_4";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, School of Social Ecology, School of Social Sciences";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_school_name_abbrev_4";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, Soc Ecol, Soc Sci";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_subcampus_4";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, General campus";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_funding_4";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"major_stem_4";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, FALSE";"logical";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_degree_granting_4";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, TRUE";"logical";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_graduated_4";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"character";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"major_minor";TRUE;TRUE;NA;FALSE;FALSE;89;"NA, INNOVATION AND ENTREPRENEURSHIP, MANAGEMENT, AFRICAN-AMERICAN STUDIES, LINGUISTICS";"character";0,790403311618644;0,723435328480908;0,751904138165235;0,755666364460562;0,751215124625949;0,76743888595776;0,769470449922825;0,805535851510315;0,810582511150155;0,819652680401251;0,812746489982647;0,822064900751982;0,80580601857031;0,815793090522896
"current_ind";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"eff_start_dt";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"eff_end_dt";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MAPPING_NM";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"LAST_UPDATED_DT";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"created_dttm";FALSE;TRUE;NA;FALSE;FALSE;198;"02/02/2023 08:55:38.000, 01/31/2023 09:19:06.000, 12/20/2022 09:18:06.000, 12/27/2022 09:12:43.000, 12/06/2022 09:23:17.000";"character";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"current_units_attempted_transfer";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"current_units_attempted_total";FALSE;TRUE;NA;FALSE;FALSE;117;"NA, 12, 15, 14, 16";"numeric";0,816839862794299;0,998940004239983;0,99954721130678;0,999546690843155;0,999273519796586;0,999312516987226;0,99803816915021;0,997295619790743;0,994539802676037;0,977052097939812;0,858547615291581;0,664487500846826;0,420091732856024;0,108465046542138
"cumulative_units_attempted_gradu";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"cumulative_units_attempted_onlin";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"cumulative_units_attempted_oncam";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"cumulative_units_attempted_trans";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"cumulative_units_completed_grade";FALSE;TRUE;NA;FALSE;FALSE;625;"NA, 64, 79, 36, 151";"numeric";0,817157101408407;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997221729621091;0,994512771996216;0,977052097939812;0,858915706999001;0,666813449856604;0,421557221165679;0,10766539638908
"cumulative_units_completed_lower";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"cumulative_units_completed_upper";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"cumulative_units_completed_gradu";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"cumulative_units_completed_onlin";FALSE;TRUE;NA;FALSE;FALSE;93;"NA, 8, 4, 0, 12";"numeric";0,819346929064124;0,999081337007985;0,999579553356296;0,999562322193391;0,999290816944286;0,999328504964267;0,998110295284393;0,997280841756813;0,994661440735234;0,977443102146478;0,859875374664774;0,667829641171556;0,424577693254279;0,126269756981321
"cumulative_units_completed_oncam";FALSE;TRUE;NA;FALSE;FALSE;2070;"NA, 64, 79, 36, 151";"numeric";0,817157101408407;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997221729621091;0,994512771996216;0,977052097939812;0,858915706999001;0,666813449856604;0,421557221165679;0,10766539638908
"cumulative_units_completed_trans";FALSE;TRUE;NA;FALSE;FALSE;538;"0, 32, 20, 16, 105";"numeric";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"total_terms_enrolled_excluding_s";FALSE;TRUE;NA;FALSE;FALSE;26;"0, 6, 7, 4, 12";"numeric";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"total_terms_enrolled_including_s";FALSE;TRUE;NA;FALSE;FALSE;34;"NA, 8, 9, 5, 14";"numeric";0,816423487113283;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997221729621091;0,994499256656305;0,976917268903031;0,858350423305464;0,664047151277014;0,419118469627475;0,105803710876492
"major_cip_code_3";FALSE;TRUE;NA;FALSE;FALSE;27;"NA, 14.1901, 30.9999, 45.1101, 45.0101";"character";0,999596842594571;1;1;1;1;1;0,999985574773163;1;1;0,999716859022759;0,999579323762949;0,998645078246731;0,99887011970019;0,998862997438621
"major_cip_code_historical_3";FALSE;TRUE;NA;FALSE;FALSE;27;"NA, 14.1901, 30.9999, 45.1101, 45.0101";"character";0,999596842594571;1;1;1;1;1;0,999985574773163;1;1;0,999716859022759;0,999579323762949;0,998645078246731;0,99887011970019;0,998862997438621
"major_cip_name_3";FALSE;TRUE;NA;FALSE;FALSE;27;"NA, Mechanical Engineering, Multi-/Interdisciplinary Studies, Other, Sociology, Social Sciences, General";"character";0,999596842594571;1;1;1;1;1;0,999985574773163;1;1;0,999716859022759;0,999579323762949;0,998645078246731;0,99887011970019;0,998862997438621
"major_cip_series_code_3";FALSE;TRUE;NA;FALSE;FALSE;14;"NA, 14.0000, 30.0000, 45.0000, 42.0000";"character";0,999596842594571;1;1;1;1;1;0,999985574773163;1;1;0,999716859022759;0,999579323762949;0,998645078246731;0,99887011970019;0,998862997438621
"major_cip_series_name_3";FALSE;TRUE;NA;FALSE;FALSE;14;"NA, Engineering, Multi/Interdisciplinary Studies, Social Sciences, Psychology";"character";0,999596842594571;1;1;1;1;1;0,999985574773163;1;1;0,999716859022759;0,999579323762949;0,998645078246731;0,99887011970019;0,998862997438621
"major_cip_category_code_3";FALSE;TRUE;NA;FALSE;FALSE;24;"NA, 14.1900, 30.9900, 45.1100, 45.0100";"character";0,999596842594571;1;1;1;1;1;0,999985574773163;1;1;0,999716859022759;0,999579323762949;0,998645078246731;0,99887011970019;0,998862997438621
"major_cip_category_name_3";FALSE;TRUE;NA;FALSE;FALSE;24;"NA, Mechanical Engineering, Multi/Interdisciplinary Studies, Other, Sociology, Social Sciences, General";"character";0,999596842594571;1;1;1;1;1;0,999985574773163;1;1;0,999716859022759;0,999579323762949;0,998645078246731;0,99887011970019;0,998862997438621
"major_cip_code_4";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, 45.1201, 42.2799, 45.1101";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_cip_code_historical_4";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, 45.1201, 42.2799, 45.1101";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_cip_name_4";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, Urban Studies/Affairs, Research and Experimental Psychology, Other., Sociology";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_cip_series_code_4";FALSE;TRUE;NA;FALSE;FALSE;3;"NA, 45.0000, 42.0000";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_cip_series_name_4";FALSE;TRUE;NA;FALSE;FALSE;3;"NA, Social Sciences, Psychology";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_cip_category_code_4";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, 45.1200, 42.2700, 45.1100";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"major_cip_category_name_4";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, Urban Studies/Affairs, Research and Experimental Psychology, Sociology";"character";0,999991187816275;1;1;1;1;1;1;1;1;0,999959551288966;1;0,999943544926947;1;1
"pell_grant_eligibility";FALSE;TRUE;NA;FALSE;FALSE;4;"NA, N, P, F";"character";0,920996569857485;0,999670223541328;0,999725092579117;0,999390377340795;0,998944873990279;0,992101939341615;0,927368982877256;0,791496719276467;0,758602513853223;0,70522327688491;0,839262239049272;0,999977417970779;1;1
"pell_grant_received";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"md5";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"effective_date";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"end_effective_date";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"mapping_nm";FALSE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"acadyr";FALSE;TRUE;NA;FALSE;FALSE;16;"2018-2019, 2019-2020, 2021-2022, 2020-2021, 2016-2017";"character";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mellon_yr";FALSE;TRUE;NA;FALSE;FALSE;5;"NA, 2020, 2019, 2022, 2021";"numeric";0,992880857072989;1;1;1;1;1;1;1;1;1;1;1;0,975701980087258;0,946385956144187
